image_path,true_class,cnn_class,cnn_confidence,rule_score,approve_threshold,decision,cnn_correct,error
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260521IVPQ_1_7.png,06_Satellite,06_Satellite,0.9776946437313202,0.8499654603969548,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260521KBNT_1_2.png,06_Satellite,06_Satellite,0.8645418728181122,0.2898371698781307,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260521U870_1_4.png,06_Satellite,06_Satellite,0.9741205325262887,0.9826963669451328,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605233165_27.png,06_Satellite,06_Satellite,0.9097627596355256,0.9875353133425505,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605233165_28.png,06_Satellite,06_Satellite,0.930903046109749,0.9843492484843184,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260525AKJ5_1_2.png,06_Satellite,06_Satellite,0.6460564011862976,0.48987967281018274,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260525RJGL_1_1.png,06_Satellite,06_Satellite,0.9877357654846666,0.4794502437000696,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260526U046_1_2.png,06_Satellite,06_Satellite,0.9769449099074231,0.9831120119256489,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260529B1BO_1_3.png,06_Satellite,06_Satellite,0.94318198958803,0.3853198043195967,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260529EDNE_1_2.png,06_Satellite,06_Satellite,0.7511834721117372,0.49171405265752693,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260529IQAR_1_1.png,06_Satellite,06_Satellite,0.7168286144843506,0.28533019280606847,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260529RQEE_1_2.png,06_Satellite,06_Satellite,0.8313050868977854,0.2881884447887504,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260530UW9U_1_1.png,06_Satellite,06_Satellite,0.9843903706946745,0.9795942699072149,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260604O3OW_1_1.png,06_Satellite,06_Satellite,0.8740189647946307,0.8563304787296123,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260604UWOD_1_5.png,06_Satellite,06_Satellite,0.9327351342392003,0.9826090814992244,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260604ZQ9Q_1_3.png,06_Satellite,06_Satellite,0.3957250737134081,0.3050847457627119,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260605U5VZ_212.png,06_Satellite,06_Satellite,0.9255501419169638,1.0,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260605U5VZ_305.png,06_Satellite,06_Satellite,0.9815811944981427,1.0,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260606GCAW_1_5.png,06_Satellite,06_Satellite,0.9827980420772982,0.9817528528393614,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260606RV5I_1_1.png,06_Satellite,06_Satellite,0.9800799151242168,0.9833406166649328,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260607WITF_1_1.png,06_Satellite,06_Satellite,0.6792911535587359,0.880839574853546,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260608E4T8_1_2.png,06_Satellite,06_Satellite,0.9900903545461393,0.9787990025111608,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260611908J_1_3.png,06_Satellite,06_Satellite,0.9908653580490333,0.9825952266665405,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260611DM0H_1_4.png,06_Satellite,06_Satellite,0.9925520728435944,0.9830468942120347,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260624PWME_1_2.png,06_Satellite,06_Satellite,0.9853936172708339,0.6298330787131134,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260626AQPW_1_1.png,06_Satellite,06_Satellite,0.960132122068565,0.5000403538432899,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260626ZX1H_1_2.png,06_Satellite,06_Satellite,0.9360460440865919,0.9820396478759175,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\26062863H5_5.png,06_Satellite,06_Satellite,0.9857157720030819,0.8440979347327576,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\26070186RQ_1_4.png,06_Satellite,06_Satellite,0.8041016909509702,0.5431386410773997,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260702AO04_1_2.png,06_Satellite,06_Satellite,0.9847063415790527,0.9834985617575288,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260702JM7U_1_2.png,06_Satellite,06_Satellite,0.9868399005215207,0.9819274237311781,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260702ZDS5_224.png,06_Satellite,06_Satellite,0.9508494919914848,0.445171347047882,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260703J1JP_1_3.png,06_Satellite,06_Satellite,0.9945542064581819,0.8992180408124094,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260703Q72N_1_2.png,06_Satellite,06_Satellite,0.9830792674654706,0.9829208152346115,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260703QAA4_1_2.png,06_Satellite,06_Satellite,0.9057879839855021,0.9799558810402638,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260704GVRM_380.png,06_Satellite,06_Satellite,0.8986734858289175,0.9830843022602811,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260705HKTP_1_2.png,06_Satellite,06_Satellite,0.9840395295570714,0.5428281223624258,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260707BCA3_1_202.png,06_Satellite,06_Satellite,0.9842210721935876,0.9839391454368759,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260707ZQM9_14.png,06_Satellite,06_Satellite,0.9494187206497582,0.9713658965256368,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260707ZQM9_15.png,06_Satellite,06_Satellite,0.9646529710374316,0.9984018432886097,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260709MDN3_1_267.png,06_Satellite,06_Satellite,0.933727049049285,0.9444123014937923,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260709MDN3_1_50.png,06_Satellite,06_Satellite,0.8741115626247877,1.0,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260710D62Q_1.png,06_Satellite,06_Satellite,0.9314290799682924,0.9322033898305084,0.45,APPROVE,True,
